,StorageLevel,Inflow,Outflow,SnowDepth,Snowfall,Precipitation,AvgTemp,Precip_7d_sum,Precip_30d_sum,Temp_7d_avg,SnowDepth_30d_avg,Snowfall_7d_sum,Month,Forecast_Precip_7d_sum,Forecast_Temp_7d_avg
2000-03-17,139.75,4.42,4.2,17.0,0,0.0,3.7,26.0,30.5,3.1571428571428575,1.7333333333333334,21.0,3,15.5,6.171428571428572
2000-03-18,139.76,4.42,4.21,4.0,0,0.0,5.5,26.0,30.5,3.3714285714285714,1.8666666666666667,21.0,3,15.5,5.8
2000-03-19,139.81,6.61,4.2,0.0,0,0.0,10.9,26.0,30.5,4.242857142857143,1.8333333333333333,21.0,3,16.0,4.414285714285715
2000-03-20,139.98,8.15,4.16,0.0,0,0.0,5.8,26.0,30.5,4.714285714285714,1.8,21.0,3,16.0,4.171428571428572
2000-03-21,140.12,6.72,4.24,0.0,0,0.0,4.4,26.0,30.5,5.028571428571429,1.8,21.0,3,16.5,4.3428571428571425
2000-03-22,140.22,6.14,4.11,0.0,0,0.0,4.2,26.0,30.5,5.1000000000000005,1.7666666666666666,21.0,3,28.5,5.5
2000-03-23,140.3,5.56,3.97,0.0,0,1.5,5.3,1.5,32.0,5.685714285714286,1.7666666666666666,0.0,3,27.0,6.0
2000-03-24,140.44,9.78,4.06,0.0,0,14.0,7.1,15.5,46.0,6.171428571428572,1.7666666666666666,0.0,3,13.0,6.1571428571428575
2000-03-25,140.71,9.68,4.08,0.0,0,0.0,2.9,15.5,46.0,5.8,1.7666666666666666,0.0,3,14.0,6.742857142857143
2000-03-26,140.9,7.49,4.17,0.0,0,0.5,1.2,16.0,46.5,4.414285714285715,1.7333333333333334,0.0,3,13.5,7.614285714285714
2000-03-27,141.02,6.58,4.22,0.0,0,0.0,4.1,16.0,46.0,4.171428571428572,1.6666666666666667,0.0,3,13.5,7.942857142857143
2000-03-28,141.1,6.16,4.24,0.0,0,0.5,5.6,16.5,45.0,4.3428571428571425,1.6,0.0,3,13.0,8.085714285714285
2000-03-29,141.49,23.72,4.29,0.0,0,12.0,12.3,28.5,57.0,5.5,1.5666666666666667,0.0,3,13.0,7.5
2000-03-30,142.27,19.38,4.25,0.0,0,0.0,8.8,27.0,54.5,6.0,1.4,0.0,3,13.0,7.6571428571428575
2000-03-31,142.72,14.29,4.22,0.0,0,0.0,8.2,13.0,54.5,6.1571428571428575,1.4,0.0,3,13.0,7.828571428571428
2000-04-01,143.12,14.96,4.11,0.0,0,1.0,7.0,14.0,55.5,6.742857142857143,1.4,0.0,4,12.0,8.214285714285714
2000-04-02,143.45,11.89,4.1,0.0,0,0.0,7.3,13.5,55.5,7.614285714285714,1.4,0.0,4,12.0,8.22857142857143
2000-04-03,143.7,10.15,4.25,0.0,0,0.0,6.4,13.5,55.5,7.942857142857143,1.4,0.0,4,25.5,8.814285714285713
2000-04-04,143.89,9.68,4.28,0.0,0,0.0,6.6,13.0,55.5,8.085714285714285,1.4,0.0,4,48.0,8.857142857142858
2000-04-05,144.1,11.69,4.2,0.0,0,12.0,8.2,13.0,67.5,7.5,1.4,0.0,4,43.0,8.857142857142858
2000-04-06,144.47,16.69,4.28,0.0,0,0.0,9.9,13.0,67.5,7.6571428571428575,1.4,0.0,4,43.0,8.9
2000-04-07,144.82,13.7,4.65,0.0,0,0.0,9.4,13.0,67.5,7.828571428571428,1.4,0.0,4,43.5,9.171428571428569
2000-04-08,145.12,14.28,4.72,0.0,0,0.0,9.7,12.0,67.5,8.214285714285714,1.3666666666666667,0.0,4,43.5,9.171428571428573
2000-04-09,145.4,12.53,4.67,0.0,0,0.0,7.4,12.0,67.5,8.22857142857143,1.3666666666666667,0.0,4,43.5,9.357142857142858
2000-04-10,145.64,13.21,4.89,0.0,0,13.5,10.5,25.5,81.0,8.814285714285713,1.3666666666666667,0.0,4,30.0,9.042857142857143
2000-04-11,146.33,36.38,4.83,0.0,0,22.5,6.9,48.0,103.5,8.857142857142858,1.3666666666666667,0.0,4,9.5,9.5
2000-04-12,147.04,26.16,4.1,0.0,0,7.0,8.2,43.0,110.5,8.857142857142858,1.3666666666666667,0.0,4,3.0,9.957142857142857
2000-04-13,147.63,22.47,2.91,0.0,0,0.0,10.2,43.0,110.5,8.9,1.3666666666666667,0.0,4,19.5,9.528571428571428
2000-04-14,148.09,20.34,4.76,0.0,0,0.5,11.3,43.5,111.0,9.171428571428569,1.3666666666666667,0.0,4,68.5,9.299999999999999
2000-04-15,148.47,18.04,4.79,0.0,0,0.0,9.7,43.5,85.0,9.171428571428573,0.7,0.0,4,99.5,10.114285714285714
2000-04-16,148.76,14.79,4.85,0.0,0,0.0,8.7,43.5,85.0,9.357142857142858,0.13333333333333333,0.0,4,99.5,10.742857142857144
2000-04-17,148.97,12.61,4.94,0.0,0,0.0,8.3,30.0,85.0,9.042857142857143,0.0,0.0,4,99.5,11.414285714285715
2000-04-18,149.13,10.73,5.01,0.0,0,2.0,10.1,9.5,87.0,9.5,0.0,0.0,4,97.5,12.014285714285714
2000-04-19,149.28,12.15,6.37,0.0,0,0.5,11.4,3.0,87.5,9.957142857142857,0.0,0.0,4,99.0,11.942857142857145
2000-04-20,149.41,17.79,13.2,0.0,0,16.5,7.2,19.5,104.0,9.528571428571428,0.0,0.0,4,103.0,12.471428571428572
2000-04-21,149.33,29.14,42.78,0.0,0,49.5,9.7,68.5,153.5,9.299999999999999,0.0,0.0,4,53.5,12.828571428571427
2000-04-22,148.98,86.21,94.75,0.0,0,31.0,15.4,99.5,183.0,10.114285714285714,0.0,0.0,4,22.5,12.457142857142857
2000-04-23,149.27,40.49,14.97,0.0,0,0.0,13.1,99.5,169.0,10.742857142857144,0.0,0.0,4,22.5,12.37142857142857
2000-04-24,149.59,25.8,25.38,0.0,0,0.0,13.0,99.5,169.0,11.414285714285715,0.0,0.0,4,22.5,12.4
2000-04-25,149.53,21.18,23.27,0.0,0,0.0,14.3,97.5,168.5,12.014285714285714,0.0,0.0,4,24.0,12.142857142857142
2000-04-26,149.37,18.09,30.13,0.0,0,2.0,10.9,99.0,170.5,11.942857142857145,0.0,0.0,4,53.5,12.528571428571427
2000-04-27,149.32,27.35,16.98,0.0,0,20.5,10.9,103.0,190.5,12.471428571428572,0.0,0.0,4,35.0,12.842857142857143
2000-04-28,149.42,20.85,26.66,0.0,0,0.0,12.2,53.5,178.5,12.828571428571427,0.0,0.0,4,35.0,12.942857142857141
2000-04-29,149.32,17.35,17.35,0.0,0,0.0,12.8,22.5,178.5,12.457142857142857,0.0,0.0,4,35.0,12.700000000000001
2000-04-30,149.29,15.29,17.34,0.0,0,0.0,12.5,22.5,178.5,12.37142857142857,0.0,0.0,4,35.0,12.714285714285714
2000-05-01,149.24,14.78,15.59,0.0,0,0.0,13.2,22.5,177.5,12.4,0.0,0.0,5,38.0,12.957142857142857
2000-05-02,149.24,14.82,15.22,0.0,0,1.5,12.5,24.0,179.0,12.142857142857142,0.0,0.0,5,36.5,13.342857142857143
2000-05-03,149.2,29.42,34.34,0.0,0,31.5,13.6,53.5,210.5,12.528571428571427,0.0,0.0,5,5.0,13.242857142857144
2000-05-04,149.15,19.21,16.75,0.0,0,2.0,13.1,35.0,212.5,12.842857142857143,0.0,0.0,5,3.0,13.2
2000-05-05,149.18,15.74,14.91,0.0,0,0.0,12.9,35.0,200.5,12.942857142857141,0.0,0.0,5,8.5,13.542857142857144
2000-05-06,149.2,14.12,13.71,0.0,0,0.0,11.1,35.0,200.5,12.700000000000001,0.0,0.0,5,26.5,14.057142857142855
2000-05-07,149.2,13.74,13.74,0.0,0,0.0,12.6,35.0,200.5,12.714285714285714,0.0,0.0,5,40.0,14.5
2000-05-08,149.22,14.18,11.3,0.0,0,3.0,14.9,38.0,203.5,12.957142857142857,0.0,0.0,5,37.0,14.757142857142856
2000-05-09,149.32,13.52,9.78,0.0,0,0.0,15.2,36.5,203.5,13.342857142857143,0.0,0.0,5,37.0,14.857142857142858
2000-05-10,149.38,11.51,9.83,0.0,0,0.0,12.9,5.0,190.0,13.242857142857144,0.0,0.0,5,37.0,15.071428571428571
2000-05-11,149.4,11.51,13.17,0.0,0,0.0,12.8,3.0,167.5,13.2,0.0,0.0,5,37.0,15.571428571428571
2000-05-12,149.32,12.77,14.43,0.0,0,5.5,15.3,8.5,166.0,13.542857142857144,0.0,0.0,5,31.5,15.642857142857142
2000-05-13,149.35,16.16,13.27,0.0,0,18.0,14.7,26.5,184.0,14.057142857142855,0.0,0.0,5,14.5,15.642857142857142
2000-05-14,149.5,30.25,23.99,0.0,0,13.5,15.7,40.0,197.0,14.5,0.0,0.0,5,11.5,15.457142857142857
2000-05-15,149.49,17.01,22.02,0.0,0,0.0,16.7,37.0,197.0,14.757142857142856,0.0,0.0,5,12.0,15.442857142857141
2000-05-16,149.45,14.73,12.64,0.0,0,0.0,15.9,37.0,197.0,14.857142857142858,0.0,0.0,5,12.0,15.971428571428572
2000-05-17,149.47,12.51,12.51,0.0,0,0.0,14.4,37.0,197.0,15.071428571428571,0.0,0.0,5,13.5,16.47142857142857
2000-05-18,149.46,11.18,12.43,0.0,0,0.0,16.3,37.0,195.0,15.571428571428571,0.0,0.0,5,13.5,16.457142857142856
2000-05-19,149.42,10.41,12.5,0.0,0,0.0,15.8,31.5,194.5,15.642857142857142,0.0,0.0,5,13.5,16.942857142857143
2000-05-20,149.36,10.77,12.44,0.0,0,1.0,14.7,14.5,179.0,15.642857142857142,0.0,0.0,5,12.5,17.67142857142857
2000-05-21,149.34,11.61,12.44,0.0,0,10.5,14.4,11.5,140.0,15.457142857142857,0.0,0.0,5,2.0,18.542857142857144
2000-05-22,149.31,10.47,12.54,0.0,0,0.5,16.6,12.0,109.5,15.442857142857141,0.0,0.0,5,1.5,19.314285714285717
2000-05-23,149.24,9.35,12.65,0.0,0,0.0,19.6,12.0,109.5,15.971428571428572,0.0,0.0,5,1.5,19.8
2000-05-24,149.15,8.53,12.64,0.0,0,1.5,17.9,13.5,111.0,16.47142857142857,0.0,0.0,5,2.0,19.971428571428568
2000-05-25,149.04,8.11,12.59,0.0,0,0.0,16.2,13.5,111.0,16.457142857142856,0.0,0.0,5,2.0,20.485714285714288
2000-05-26,148.92,7.33,12.55,0.0,0,0.0,19.2,13.5,109.0,16.942857142857143,0.0,0.0,5,2.0,20.614285714285717
2000-05-27,148.79,7.33,12.53,0.0,0,0.0,19.8,12.5,88.5,17.67142857142857,0.0,0.0,5,2.0,20.442857142857147
2000-05-28,148.66,6.89,12.4,0.0,0,0.0,20.5,2.0,88.5,18.542857142857144,0.0,0.0,5,2.0,20.057142857142857
2000-05-29,148.51,4.42,10.69,0.0,0,0.0,22.0,1.5,88.5,19.314285714285717,0.0,0.0,5,2.0,19.242857142857144
2000-05-30,148.34,2.94,9.9,0.0,0,0.0,23.0,1.5,88.5,19.8,0.0,0.0,5,2.0,18.58571428571429
2000-05-31,148.15,5.46,12.72,0.0,0,2.0,19.1,2.0,90.5,19.971428571428568,0.0,0.0,5,0.0,19.071428571428573
2000-06-01,147.97,5.82,12.6,0.0,0,0.0,19.8,2.0,89.0,20.485714285714288,0.0,0.0,6,0.0,18.87142857142857
2000-06-02,147.78,5.18,12.62,0.0,0,0.0,20.1,2.0,57.5,20.614285714285717,0.0,0.0,6,24.5,18.514285714285716
2000-06-03,147.57,4.8,12.54,0.0,0,0.0,18.6,2.0,55.5,20.442857142857147,0.0,0.0,6,24.5,18.400000000000002
2000-06-04,147.36,4.84,12.47,0.0,0,0.0,17.8,2.0,55.5,20.057142857142857,0.0,0.0,6,39.5,18.02857142857143
2000-06-05,147.14,4.54,12.42,0.0,0,0.0,16.3,2.0,55.5,19.242857142857144,0.0,0.0,6,39.5,17.985714285714288
2000-06-06,146.94,4.18,10.21,0.0,0,0.0,18.4,2.0,55.5,18.58571428571429,0.0,0.0,6,42.5,17.857142857142858
2000-06-07,146.79,4.2,9.44,0.0,0,0.0,22.5,0.0,52.5,19.071428571428573,0.0,0.0,6,70.0,17.114285714285714
2000-06-08,146.64,4.16,9.68,0.0,0,0.0,18.4,0.0,52.5,18.87142857142857,0.0,0.0,6,70.0,17.085714285714285
2000-06-09,146.54,8.43,9.46,0.0,0,24.5,17.6,24.5,77.0,18.514285714285716,0.0,0.0,6,45.5,17.6
2000-06-10,146.48,5.93,9.37,0.0,0,0.0,17.8,24.5,77.0,18.400000000000002,0.0,0.0,6,45.5,18.057142857142857
2000-06-11,146.39,6.94,9.31,0.0,0,15.0,15.2,39.5,86.5,18.02857142857143,0.0,0.0,6,30.5,19.02857142857143
2000-06-12,146.31,5.59,9.3,0.0,0,0.0,16.0,39.5,68.5,17.985714285714288,0.0,0.0,6,30.5,20.099999999999998
2000-06-13,146.18,5.04,9.38,0.0,0,3.0,17.5,42.5,58.0,17.857142857142858,0.0,0.0,6,27.5,20.885714285714283
2000-06-14,146.16,15.07,9.39,0.0,0,27.5,17.3,70.0,85.5,17.114285714285714,0.0,0.0,6,0.0,21.685714285714283
2000-06-15,146.33,10.56,9.55,0.0,0,0.0,18.2,70.0,85.5,17.085714285714285,0.0,0.0,6,0.0,22.3
2000-06-16,146.28,6.61,9.63,0.0,0,0.0,21.2,45.5,85.5,17.6,0.0,0.0,6,0.0,22.114285714285717
2000-06-17,146.18,5.77,9.45,0.0,0,0.0,21.0,45.5,85.5,18.057142857142857,0.0,0.0,6,4.0,21.800000000000004
2000-06-18,146.06,5.36,9.32,0.0,0,0.0,22.0,30.5,85.5,19.02857142857143,0.0,0.0,6,6.0,21.285714285714285
2000-06-19,145.92,4.63,9.53,0.0,0,0.0,23.5,30.5,84.5,20.099999999999998,0.0,0.0,6,6.0,20.457142857142856
2000-06-20,145.77,4.38,9.55,0.0,0,0.0,23.0,27.5,74.0,20.885714285714283,0.0,0.0,6,10.0,19.9
2000-06-21,145.61,4.36,9.47,0.0,0,0.0,22.9,0.0,73.5,21.685714285714283,0.0,0.0,6,14.5,19.74285714285714
2000-06-22,145.45,4.35,9.42,0.0,0,0.0,22.5,0.0,73.5,22.3,0.0,0.0,6,14.5,19.614285714285717
2000-06-23,145.3,5.28,9.35,0.0,0,0.0,19.9,0.0,72.0,22.114285714285717,0.0,0.0,6,14.5,20.25714285714286
2000-06-24,145.21,7.56,9.12,0.0,0,4.0,18.8,4.0,76.0,21.800000000000004,0.0,0.0,6,10.5,21.485714285714288
2000-06-25,145.16,7.26,9.12,0.0,0,2.0,18.4,6.0,78.0,21.285714285714285,0.0,0.0,6,8.5,22.628571428571426
2000-06-26,145.07,5.5,9.18,0.0,0,0.0,17.7,6.0,78.0,20.457142857142856,0.0,0.0,6,14.0,23.74285714285714
2000-06-27,144.94,5.47,9.14,0.0,0,4.0,19.1,10.0,82.0,19.9,0.0,0.0,6,12.0,24.214285714285715
2000-06-28,144.84,6.4,9.13,0.0,0,4.5,21.8,14.5,86.5,19.74285714285714,0.0,0.0,6,8.0,24.214285714285715
2000-06-29,144.73,5.1,9.32,0.0,0,0.0,21.6,14.5,86.5,19.614285714285717,0.0,0.0,6,8.0,24.114285714285717
2000-06-30,144.58,3.59,8.05,0.0,0,0.0,24.4,14.5,84.5,20.25714285714286,0.0,0.0,6,10.0,23.5
2000-07-01,144.44,2.92,7.04,0.0,0,0.0,27.4,10.5,84.5,21.485714285714288,0.0,0.0,7,134.0,22.5
2000-07-02,144.3,2.89,6.98,0.0,0,0.0,26.4,8.5,84.5,22.628571428571426,0.0,0.0,7,134.5,22.214285714285715
2000-07-03,144.15,2.72,7.06,0.0,0,5.5,25.5,14.0,90.0,23.74285714285714,0.0,0.0,7,129.0,21.928571428571427
2000-07-04,144.02,3.21,6.37,0.0,0,2.0,22.4,12.0,92.0,24.214285714285715,0.0,0.0,7,127.0,22.142857142857142
2000-07-05,143.93,3.4,5.97,0.0,0,0.5,21.8,8.0,92.5,24.214285714285715,0.0,0.0,7,126.5,22.471428571428568
2000-07-06,143.84,3.44,6.0,0.0,0,0.0,20.9,8.0,92.5,24.114285714285717,0.0,0.0,7,128.0,23.0
2000-07-07,143.74,3.45,5.7,0.0,0,2.0,20.1,10.0,94.5,23.5,0.0,0.0,7,126.0,23.814285714285713
2000-07-08,143.71,74.1,80.56,0.0,0,124.0,20.4,134.0,218.5,22.5,0.0,0.0,7,31.5,24.471428571428568
2000-07-09,143.93,31.48,10.46,0.0,0,0.5,24.4,134.5,194.5,22.214285714285715,0.0,0.0,7,31.5,24.75714285714286
2000-07-10,144.38,15.52,7.6,0.0,0,0.0,23.5,129.0,194.5,21.928571428571427,0.0,0.0,7,38.5,25.2
2000-07-11,144.56,10.64,7.68,0.0,0,0.0,23.9,127.0,179.5,22.142857142857142,0.0,0.0,7,49.0,25.08571428571429
2000-07-12,144.62,9.41,7.63,0.0,0,0.0,24.1,126.5,179.5,22.471428571428568,0.0,0.0,7,49.0,25.028571428571432
2000-07-13,144.66,8.11,7.51,0.0,0,1.5,24.6,128.0,178.0,23.0,0.0,0.0,7,47.5,24.67142857142857
2000-07-14,144.66,6.66,7.54,0.0,0,0.0,25.8,126.0,150.5,23.814285714285713,0.0,0.0,7,47.5,24.442857142857147
2000-07-15,144.63,8.14,7.54,0.0,0,29.5,25.0,31.5,180.0,24.471428571428568,0.0,0.0,7,18.0,24.657142857142862
2000-07-16,144.65,6.64,7.53,0.0,0,0.5,26.4,31.5,180.5,24.75714285714286,0.0,0.0,7,17.5,24.957142857142856
2000-07-17,144.59,4.91,7.62,0.0,0,7.0,26.6,38.5,187.5,25.2,0.0,0.0,7,10.5,25.08571428571429
2000-07-18,144.55,13.84,11.75,0.0,0,10.5,23.1,49.0,198.0,25.08571428571429,0.0,0.0,7,0.0,25.4
2000-07-19,144.55,10.17,13.14,0.0,0,0.0,23.7,49.0,198.0,25.028571428571432,0.0,0.0,7,64.0,25.085714285714285
2000-07-20,144.47,6.97,9.04,0.0,0,0.0,22.1,47.5,198.0,24.67142857142857,0.0,0.0,7,64.0,25.12857142857143
2000-07-21,144.42,5.88,6.77,0.0,0,0.0,24.2,47.5,198.0,24.442857142857147,0.0,0.0,7,65.0,25.071428571428573
2000-07-22,144.38,4.99,6.47,0.0,0,0.0,26.5,18.0,198.0,24.657142857142862,0.0,0.0,7,65.0,24.828571428571426
2000-07-23,144.32,4.21,6.55,0.0,0,0.0,28.5,17.5,198.0,24.957142857142856,0.0,0.0,7,65.0,24.357142857142858
2000-07-24,144.24,4.89,6.65,0.0,0,0.0,27.5,10.5,194.0,25.08571428571429,0.0,0.0,7,65.0,24.171428571428574
2000-07-25,144.19,5.21,8.96,0.0,0,0.0,25.3,0.0,192.0,25.4,0.0,0.0,7,65.0,24.24285714285714
2000-07-26,143.96,12.45,16.77,0.0,0,64.0,21.5,64.0,256.0,25.085714285714285,0.0,0.0,7,1.0,24.97142857142857
2000-07-27,144.04,11.03,6.72,0.0,0,0.0,22.4,64.0,252.0,25.12857142857143,0.0,0.0,7,1.0,25.385714285714283
2000-07-28,144.12,9.74,6.56,0.0,0,1.0,23.8,65.0,248.5,25.071428571428573,0.0,0.0,7,0.0,25.642857142857142
2000-07-29,144.24,8.23,6.48,0.0,0,0.0,24.8,65.0,248.5,24.828571428571426,0.0,0.0,7,1.5,25.771428571428572
2000-07-30,144.26,6.15,6.45,0.0,0,0.0,25.2,65.0,248.5,24.357142857142858,0.0,0.0,7,16.5,25.885714285714283
2000-07-31,144.23,5.22,6.67,0.0,0,0.0,26.2,65.0,248.5,24.171428571428574,0.0,0.0,7,16.5,25.885714285714283
2000-08-01,144.16,4.12,6.72,0.0,0,0.0,25.8,65.0,248.5,24.24285714285714,0.0,0.0,8,47.0,25.857142857142858
2000-08-02,144.07,4.9,6.65,0.0,0,0.0,26.6,1.0,243.0,24.97142857142857,0.0,0.0,8,47.0,25.61428571428571
2000-08-03,144.02,4.61,6.61,0.0,0,0.0,25.3,1.0,241.0,25.385714285714283,0.0,0.0,8,51.0,25.7
2000-08-04,143.96,5.13,6.55,0.0,0,0.0,25.6,0.0,240.5,25.642857142857142,0.0,0.0,8,51.0,25.971428571428568
2000-08-05,143.9,5.29,6.43,0.0,0,1.5,25.7,1.5,242.0,25.771428571428572,0.0,0.0,8,49.5,26.042857142857144
2000-08-06,143.89,6.95,6.38,0.0,0,15.0,26.0,16.5,255.0,25.885714285714283,0.0,0.0,8,34.5,25.685714285714287
